排名,BRAND,MODEL,detail,總分,price_分數,white_分數,black_分數,RGB light_分數,Max_RPM_分數,Noise_Level_分數
138,利民,TL-C12 PRO-G 12cm風扇(灰黑),需搭配控制器/3年(12RTL1W1B),292.1916667,291.85,0.016666667,0.016666667,0.016666667,0.166666667,0.125
139,利民,TL-C12 PRO-W 12cm風扇(全白),3年(12RTL1W3B),292.1916667,291.85,0.016666667,0.016666667,0.016666667,0.166666667,0.125
140,MONTECH,AX140 PWM 白,需搭配控制器/3年(12RTL1W1W),287.1916667,286.85,0.016666667,0.016666667,0.016666667,0.166666667,0.125
141,MONTECH,RX140 PWM 白,3年(12RTL1W3W),287.1916667,286.85,0.016666667,0.016666667,0.016666667,0.166666667,0.125
142,MONTECH,AIR FAN P120,需控制器/3年(12TLLCD1W1B),283.6916667,283.35,0.016666667,0.016666667,0.016666667,0.166666667,0.125
143,酷碼,Mobius 120 Black 風扇,需控制器/3年(12TLLCD1W1W),283.65,283.35,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
144,MONTECH,AX140 PWM 黑,需控制器/3年(12RTLLCD1W1B),282.1916667,281.85,0.016666667,0.016666667,0.016666667,0.166666667,0.125
145,MONTECH,RX140 PWM 黑,3年(12RTLLCD1W3B),282.1916667,281.85,0.016666667,0.016666667,0.016666667,0.166666667,0.125
146,Sharkoon,SilentStorm 暴風扇 ,需控制器/3年(12RTLLCD1W1W),282.15,281.85,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
147,利民,TY-143 SQ 14cm風扇,PCIe 8-PIN供電,267.15,266.85,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
148,酷碼,SickleFlow Edge 120 ARGB 白 風扇,PCIe 8-PIN供電,266.9833333,266.6833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
149,Scythe,Kaze Flex II 120 Slim 皓風丸 1800S 白色,同心圓燈效/1500RPM/PWM/1年,265.4833333,265.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
150,Scythe,Kaze Flex 120 彩風丸 1800 RGB,三顆裝/附控制器/同心圓燈效/1500RPM/PWM/1年,265.4833333,265.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
151,Sharkoon,Shark Disc 飛碟扇 ,cm 定色RGB風扇 /四色雙光圈/雙面減震墊/大4Pin,265.4833333,265.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
152,海盜船,iCUE SP140 RGB ELITE(白) PWM,cm A.RGB/3風扇+控制器/可連動/(AC-120SR),265.4833333,265.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
153,酷碼,ARGB and PWM HUB 1分6,cm A.RGB/白色/3風扇+控制器/(3Pin/5V)(AC-120WD),263.8166667,263.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
154,利民,TY-147 ASQ 14cm風扇,0RPM/小3Pin(AH025-20R2-3AN),258.8166667,258.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
155,利民,TY-143 14cm風扇,0RPM/小3Pin(AL025-18R2-3AN),257.9833333,257.6833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
156,MONTECH,AX120 PWM 白,2500RPM/PWM(MFX-B2DW-25NP2-R2),255.525,255.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.125
157,MONTECH,RX120 PWM 白,Halo2 黑 風扇/雙環A.RGB/PWM(MFL-B2DN-21NP2-R2),255.525,255.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.125
158,MONTECH,E28 ARGB 黑 12cm 風扇,Halo2 黑 三顆裝+控制器/雙環光/PWM(MFL-B2DN-213P2-R2),255.4833333,255.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
159,MONTECH,E28 ARGB 白 12cm 風扇,Halo2 白 風扇/雙環A.RGB/PWM(MFL-B2DW-21NP2-R2),255.4833333,255.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
160,喬思伯,FR-606 黑 12cm 風扇,Halo2 白 三顆裝+控制器/雙環光/PWM(MFL-B2DW-213P2-R2),255.3583333,255.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
161,喬思伯,FR-606 白 12cm 風扇,Halo2 黑 風扇/雙環A.RGB/PWM(MFL-B4DN-16NP2-R2),255.3583333,255.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
162,喬思伯,FR-606 黑 12cm 反向扇,Halo2 白 風扇/雙環A.RGB/PWM(MFL-B4DW-16NP2-R2),255.3583333,255.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
163,喬思伯,FR-606 白 12cm 反向扇,2050RPM/環形葉片設計/PWM(MFZ-M2NK-21NPK-R1),255.3583333,255.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
164,銀欣,SST-PP10,厚1.5cm/2500RPM/環形葉片/PWM(MFZ-S2NN-25NPK-R1),253.8166667,253.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
165,銀欣,24pin to MB-24,mm延長線(H5 /H7 /H9 機殼適用),253.8166667,253.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
166,MONTECH,METAL 120 PWM 12cm 風扇,mm延長線(H5 /H7 /H9 機殼適用),250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
167,MONTECH,AX120 PWM 黑,RGB DUO 黑/14cm 單風扇包裝/2年【需搭配風扇燈光控制器】,250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
168,MONTECH,RX120 PWM 黑,RGB DUO 白/14cm 單風扇包裝/2年【需搭配風扇燈光控制器】,250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
169,darkFlash,S101 12cm 白,RGB CORE 白/14cm 單風扇包裝/2年【需搭配風扇燈光控制器】,250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
170,darkFlash,DM12PRO 黑,RGB CORE 黑 一體式風扇/2400RPM/PWM/5年(兼容5V-3Pin/NZXT CAM),250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
171,darkFlash,DM12PRO 白,RGB CORE 白 一體式風扇/2400RPM/PWM/5年(兼容5V-3Pin/NZXT CAM),250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
172,喬思伯,FR-505 黑 12cm 風扇,RGB CORE 黑 一體式風扇/2400RPM/PWM/5年(兼容5V-3Pin/NZXT CAM),250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
173,喬思伯,FR-505 白 12cm 風扇,RGB CORE 白 一體式風扇/2400RPM/PWM/5年(兼容5V-3Pin/NZXT CAM),250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
174,喬思伯,FR-505 黑 12cm 反向扇,單顆裝/不含控制器/2年(CO-9050138-WW),250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
175,喬思伯,FR-505 白 12cm 反向扇,雙顆裝/可串聯模組線材/2000RPM/PWM/2年保,250.3583333,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.125
176,darkFlash,DM12R PRO 黑,雙顆裝/可串聯模組線材/2000RPM/PWM/2年保,250.3166667,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
177,darkFlash,DM12R PRO 白,雙顆裝/可串聯模組線材/1500RPM/PWM/2年保,250.3166667,250.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
178,Scythe,Kaze Flex II 120 皓風丸 2000 白色,雙顆裝/可串聯模組線材/1500RPM/PWM/2年保,248.8166667,248.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
179,Scythe,Wonder Snail 120 雪風丸 2400 白色,PWM 12cm/SSO2 磁穩軸承/七葉扇/風流聚焦技術,248.8166667,248.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
180,Scythe,Wonder Tornado 120 狂風丸 2000,12cm風扇(黑化+六色防震墊片),248.8166667,248.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
181,darkFlash,S101 12cm 黑,12cm(薄扇黑化+六色防震墊片),247.025,246.6833333,0.016666667,0.016666667,0.016666667,0.166666667,0.125
182,銀欣,8pin to EPS12,12cm/2000RPM/SSO2 磁穩軸承/AAO優化,237.15,236.85,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
183,銀欣,8pin to PCI-E 8pin 25,12cm靜音扇(黑化+六色防震墊片),237.15,236.85,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
184,銀欣,6pin to PCI-E 6pin 25,12cm/1200RPM/SSO2 磁穩軸承/AAO優化,233.8166667,233.5166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
185,喬思伯,SL-120 白 12cm 風扇,12cm/1800RPM/etaPERF馬達/漸進式彎曲扇葉,233.6916667,233.35,0.016666667,0.016666667,0.016666667,0.166666667,0.125
186,喬思伯,SL-120 黑 12cm 反向扇,12cm(AB雙風扇組)/轉速偏移降噪技術,233.6916667,233.35,0.016666667,0.016666667,0.016666667,0.166666667,0.125
187,喬思伯,SL-120 白 12cm 反向扇,12cm/1100RPM/etaPERF馬達/漸進式彎曲扇葉,233.6916667,233.35,0.016666667,0.016666667,0.016666667,0.166666667,0.125
188,銀欣,SST-PP08 SFX(SFX-L) 轉 ATX 標準電源供應器,12cm/SSO2 磁穩軸承/AAO優化/電源接頭(3-Pin),233.65,233.35,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
189,Apexgaming,A-Cool 12,12cm/SSO2 磁穩軸承/鋸齒型靜音扇,226.9833333,226.6833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
190,酷碼,12cm 長效Rifle風扇/180,12cm/SSO2 磁穩軸承/防震靜音扇/三段轉速調整,225.4833333,225.1833333,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
191,darkFlash,GAUSS 磁軌扇,14cm/SSO2 磁穩軸承/防震靜音扇,225.3166667,225.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
192,NZXT,C1500(1500W) ATX3.1,14cm/防震靜音扇(黑化+六色防震墊片),215.3166667,215.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
193,酷碼,8 cm 長效Rifle風扇/200,14cm/SSO2 磁穩軸承/防震靜音扇/三段轉速調整,215.3166667,215.0166667,0.016666667,0.016666667,0.016666667,0.166666667,0.083333333
,,,14cm/1500RPM/SSO2 磁穩軸承/AAO優化,,,,,,,
,,,14cm(AB雙風扇組)/轉速偏移降噪技術,,,,,,,
,,,顯示卡支撐架 /氣泡水平儀/ARGB燈效/2年(機殼需配置電源倉),,,,,,,
,,,顯示卡支撐架 /氣泡水平儀/ARGB燈效/2年(機殼需配置電源倉),,,,,,,
,,,轉接架,,,,,,,
,,,磁吸式/SATA供電(MFX-ZHHN-1NNN6-R1),,,,,,,
,,,PCIe 8-PIN供電,,,,,,,
,,,PCIe 8-PIN供電,,,,,,,
,,,雙電供串接啟動線/(雙24pin母頭+單24pin公頭)【客訂】,,,,,,,
,,,V 30CM/8pin(4+4)接頭/電源延長線(黑)/相容所有電源供應器,,,,,,,
,,,V 30CM/8pin(4+4)接頭/電源延長線(黑/金)/相容所有電源供應器,,,,,,,
,,,V 30CM/8pin(4+4)接頭/電源延長線(黑/紅)/相容所有電源供應器,,,,,,,
,,,V 30CM/8pin(4+4)接頭/電源延長線(白)/相容所有電源供應器,,,,,,,
,,,pin 30CM/ATX接頭/電源延長線(黑)/相容所有電源供應器,,,,,,,
,,,pin 30CM/ATX接頭/電源延長線(黑/紅)/相容所有電源供應器,,,,,,,
,,,pin 30CM/ATX接頭/電源延長線(白)/相容所有電源供應器,,,,,,,
,,,CM /電源延長線(三色選一)/相容所有電源供應器,,,,,,,
,,,CM/8pin(6+2)接頭/電源延長線(黑)/相容所有電源供應器,,,,,,,
,,,CM/8pin(6+2)接頭/電源延長線(黑/藍)/相容所有電源供應器,,,,,,,
,,,CM/8pin(6+2)接頭/電源延長線(黑/金)/相容所有電源供應器,,,,,,,
,,,CM/8pin(6+2)接頭/電源延長線(黑/紅)/相容所有電源供應器,,,,,,,
,,,CM/8pin(6+2)接頭/電源延長線(白)/相容所有電源供應器,,,,,,,
,,,AWG (共有9色 請詢問),,,,,,,
,,,雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,
,,,雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,
,,,雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,
,,,雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,
,,,白 雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,
,,,雙8金牌/全模組/ATX3.1(PCIe 5.1)/5年保,,,,,,,
,,,雙8金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,
,,,雙8金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,
,,,雙8金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,
,,,雙8金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,
,,,雙8白金/數位電源/全模組/雙PCIe 5.1/全日系/10年,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
