排名,BRAND,MODEL,detail,總分,price_分數,white_分數,black_分數,RGB light_分數,Product_Type_分數,Compatibility_FormFactor_分數,Dual_Sided_Support_分數,Cooling_Performance_分數,Compatibility_分數
110,貓頭鷹,NH-L9i-17xx,NF-A14 PWM風扇/下吹式/六年/高11.5~14.2【WXHZ】,113.8611111,113.3555556,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
111,貓頭鷹,NH-L9i-17xx chromax.black,散熱器/4導管/高15.7/正反葉雙扇/TDP:250【WXHZ】,113.8611111,113.3555556,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
112,貓頭鷹,NH-L9x65,4導管/高15.7/數位監控/正反葉雙扇/全黑化/TDP:250【WXHZ】,113.8611111,113.3555556,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
113,貓頭鷹,NH-C14S,6導管/高15.9/數位監控/雙塔雙扇/全黑化/TDP:280【WXHZ】,113.8611111,113.3555556,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
114,保銳,ETS-TD60D ARGB 散熱器,下吹式 散熱器/VC 均熱底座/高5.49cm/全黑化/TDP:165【WXHZ】,113.8611111,113.3555556,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
115,快睿,C5 Cu,下吹式 散熱器/全銅 VC 均熱底座/高5.49cm/TDP:180【WXHZ】,113.8611111,113.3555556,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
116,喬思伯,CR1400 V2 黑,4導管(6mm)/高15cm/TDP:200【WXHZ】,112.7388889,112.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
117,喬思伯,CR1400 V2 白,散熱器/6導管(6mm)/高15.9cm/雙塔雙扇/ARGB/TDP:250【WXHZ】,112.7388889,112.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
118,利民,HR-10 2280 PRO SSD 固態硬碟散熱器,導管(6mm)/高15.9/雙塔雙扇/ARGB/TDP:260【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
119,Montech,NX400 ARGB 黑 4導管,散熱器/3導管(6mm)/高13.4cm/全黑化/TDP:200【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
120,Montech,NX400 ARGB 白 4導管,散熱器/4導管(6mm)/高13.4cm/ARGB/TDP:220【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
121,利民,Assassin King 120 SE,散熱器/4導管(6mm)/高15.2cm/ARGB/TDP:240【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
122,九州風神,AG400 ARGB,散熱器/6導管(6mm)/高15.7cm/雙塔雙扇/回流焊工藝/TDP:265【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
123,九州風神,AG400 WH ARGB 白化版,4導管/高15.3cm/黑化版/鋁製上蓋【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
124,九州風神,AG500,4導管/高15.3cm/白化版/鋁製上蓋【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
125,酷碼,Hyper 411 Nano 散熱器,4導管(6mm)/高15.2cm/TDP:240【XHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
126,酷碼,Hyper 212 Spectrum V3 散熱器,高15cm/ARGB【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
127,SAMA,A40L,4導管(6mm)/高15.1cm【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
128,酷碼,Connect Stand,高15.1cm/全黑化【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
129,酷碼,NotePal ErgoStand Lite,4導管(6mm)/高15.1cm/白化版【WXHZ】★ 全漢 MP7 ARGB 散熱器/6導管(6mm)/高15.3cm/雙塔雙扇【WXHZ】,111.7388889,111.2333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
130,酷碼,I70C ARGB LGA1700 下吹式 散熱器,高15.3cm/雙塔雙扇/全黑化【WXHZ】,101.6277778,101.1222222,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
131,酷碼,Thermal Pad Pro 導熱片2.0mm(厚),6導管(6mm)/高15.3cm/雙塔雙扇/白化版【WXHZ】,101.6277778,101.1222222,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
132,ID-COOLING,SE-214-XT BASIC 散熱器,散熱器/5導管/高15.3/ARGB/底部輔助鰭片/TDP:265【WXHZ】,100.6277778,100.1222222,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
133,九州風神,AG400,散熱器/5導管/高15.3/ARGB/底部輔助鰭片/TDP:265【WXHZ】,100.6277778,100.1222222,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
134,SAMA,X40L,散熱器/6導管/高15.7/無限鏡上蓋/12cm/TDP:230【WXHZ】,96.18333333,95.67777778,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
135,利民,HR-09 2280 SSD 固態硬碟散熱器,散熱器/6導管/高15.7/無限鏡上蓋/12cm/TDP:230【WXHZ】,96.15555556,95.67777778,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.055555556,0.055555556
136,喬思伯,CR1400 EVO 黑,散熱器/4導管/高13/9cm風扇/TDP:180【WXHZ】,90.51666667,90.01111111,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
137,快睿,CR401 ARGB 散熱器,散熱器/4導管/高13.3/無限鏡上蓋/9cm風扇/TDP:180【WXHZ】,89.51666667,89.01111111,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
138,SAMA,X30,散熱器/4導管/高13.3/無限鏡上蓋/9cm風扇/TDP:180【WXHZ】,89.51666667,89.01111111,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
139,全漢,NE5 散熱器/4導管(6mm),散熱器/6導管/高13.6/Mini雙塔雙扇/ARGB/TDP:230【WXHZ】,89.51666667,89.01111111,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
140,利民,M.2 2280 PRO,散熱器/6導管/高13.6/Mini雙塔雙扇/ARGB/TDP:230【WXHZ】,79.51666667,79.01111111,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
141,酷碼,Thermal Pad 導熱片2.0mm(厚),散熱器/7導管/高16/雙塔雙扇/ARGB/TDP:260【WXHZ】,76.07222222,75.56666667,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
142,酷碼,I50 LGA1700,散熱器/7導管/高16/雙塔雙扇/ARGB/TDP:260【WXHZ】,73.85,73.34444444,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
143,酷碼,Thermal Pad 導熱片1.5mm(厚),95x45mm/13.3W/mK(TPX-NOPP-9010-R1),68.29444444,67.78888889,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
144,酷碼,Thermal Pad 導熱片1.0mm(厚),95x45mm/13.3W/mK(TPX-NOPP-9015-R1),62.73888889,62.23333333,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
145,貓頭鷹,NH-D15G2,95x45mm/13.3W/mK(TPX-NOPP-9020-R1),57.18333333,56.67777778,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
146,利民,M.2 2280,95x45mm/15.3W/mK(TPY-NDPB-9020-R1),57.18333333,56.67777778,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.083333333,0.055555556
147,喬思伯,M.2-6(紅) 固態硬碟散熱器,網通設備 散熱架 /金屬網孔/可拆卸 12cm反向風扇,57.15555556,56.67777778,0.011111111,0.011111111,0.011111111,0.111111111,0.111111111,0.111111111,0.055555556,0.055555556
,,,散熱墊、三風扇、專利風扇可任意變換位置.支援 19吋,,,,,,,,,,
,,,"Spectrum RGB散熱墊 /含USB*3,Type-C*1/支援 17吋",,,,,,,,,,
,,,散熱墊 /五種角度+支援 15.6吋(R9-NBS-ESLK-GP),,,,,,,,,,
,,,散熱座、六段角度調整、23cm散熱風扇、USB*4,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
