排名,BRAND,MODEL,detail,總分,price_分數,Wattage(W)_分數,Efficiency_分數,Connectors_分數,Compatibility_分數,FormFactor_分數,ATX_Version_分數
132,保銳,Revolution III 850W,雙8/金牌/全模組/ATX3.1(PCIe 5.1垂直線)/主日系/10年,922.8,654.4285714,267.8571429,0.085714286,0.085714286,0.057142857,0.142857143,0.142857143
133,銀欣,DA750R Gold(750W),雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/陽極散熱塗層/10年,922.7571429,668.7142857,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
134,酷碼,GX II GOLD 750W,/白金/全模組/數位靜音電源/ATX3.1(PCIe 5.0)/15年,922.7571429,668.7142857,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
135,Antec,GSK 750W,/雙8/銅牌/直出扁線/主日系/5年,922.7571429,668.7142857,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
136,九州風神,PN850M(850W),ATX 3.1 雙8/金牌/直出扁線/全日系/7年,922.7571429,654.4285714,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
137,Apexgaming,GTR-850MW(850W),ATX 3.1 雙8/金牌/直出扁線(PCIe 5.1)/全日系/7年,922.7571429,654.4285714,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
138,華碩,PRIME 750W,ATX 3.1 雙8/金牌/直出扁線(PCIe 5.1)/全日系/7年,908.4714286,654.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
139,曜越,Toughpower GF A3 750W,ATX 3.1 雙8/金牌/全模組(PCIe 5.1)/全日系/10年,908.4714286,654.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
140,darkFlash,PMT750(750W),ATX 3.1 雙8/金牌/全模組(PCIe 5.1)/全日系/10年,908.4714286,654.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
141,振華,LEADEX III 750W,ATX 3.1 雙8/金牌/全模組(PCIe 5.1)/全日系/10年,908.4714286,654.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
142,Montech,CENTURY II 850W,/雙8/金牌/全模/超短機身/ATX3.1(PCIe 5.1)/全日系/10年,908.4714286,640.1428571,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
143,Antec,NE850GM(850W),白色/雙8/金牌/全模/超短機身/ATX3.1(PCIe 5.1)/全日系/10年,908.4714286,640.1428571,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
144,Antec,HCG850(850W),ATX 3.1 雙8/白金/符合ATX12VO/全模組(PCIe 5.1)/全日系/10年,908.4714286,640.1428571,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
145,曜越,Toughpower GF 850W,銅牌/直出線/靜音風扇/DC-DC/5年保,908.4714286,640.1428571,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
146,振華,COMBAT SG 850W,雙8/銅牌/半模組/靜音風扇/5年保,908.4714286,640.1428571,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
147,海韻,CORE GX-650 ATX3(650W),白色 雙8/銅牌/直出線/PCIe 5.1/DC-DC/5年保,894.1857143,654.4285714,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
148,全漢,VITA GM 650W(,雙8/金牌/全模/ATX3.1(PCIe 5.1)/智慧溫控風扇/7年保,894.1857143,654.4285714,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
149,美洲獅,COUGAR GR 850W,雙8/金牌/全模/ATX3.1(PCIe 5.1)/智慧溫控風扇/7年保,894.1857143,625.8571429,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
150,海韻,FOCUS GX-750(750W),白色 雙8/金牌/全模/ATX3.1(PCIe 5.1)/智慧溫控風扇/7年保,894.1857143,640.1428571,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
151,Apexgaming,GTR-850M(850W),雙8/金牌/全模/全日系/智慧溫控風扇/10年保,894.1857143,625.8571429,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
152,微星,MAG A750GL PCIE5 750W,雙8/金牌/全模/全日系/智慧溫控風扇/10年保,879.9,625.8571429,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
153,九州風神,PN850D(850W),雙8/金牌/全模/全日系/智慧溫控風扇/10年保,879.9,611.5714286,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
154,利民,Thermalright SG-850(850W),白色(黑色線材) 雙8/金牌/全模/全日系/智慧溫控風扇/10年保,879.9,611.5714286,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
155,保銳,Revolution III 750W,雙8/金牌/全模/PCIe 5.0/全日系/10年保,865.6571429,611.5714286,253.5714286,0.085714286,0.085714286,0.057142857,0.142857143,0.142857143
156,XPG,CORE REACTOR II VE 750W,白色 雙8/金牌/全模/PCIe 5.0/全日系/10年保,865.6142857,611.5714286,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
157,Antec,NE750GM(750W),雙8/金牌/全模/PCIe 5.0/全日系/10年保,865.6142857,611.5714286,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
158,九州風神,PN750M(750W),雙8/金牌/全模/全日系/智慧溫控風扇/10年保,865.6142857,611.5714286,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
159,Apexgaming,GTR-750MW(750W),雙8/金牌/全模/全日系/智慧溫控風扇/10年保 送12+4pin模組線！,865.6142857,611.5714286,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
160,全漢,金鋼彈 650W,雙8/白金/全模/全日系/可串接設計/10年保 送12+4pin模組線！,865.6142857,625.8571429,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
161,全漢,VITA GD 850W(,雙8/白金/全模/全日系/可串接設計/10年保 送12+4pin模組線！,865.6142857,597.2857143,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
162,XPG,KYBER 850W,雙8/鈦金/全模/全日系/可串接設計/10年保 送12+4pin模組線！,865.6142857,597.2857143,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
163,BitFenix,WHISPER 850W,ATX3.0(PCIe 5.0) 雙8/金牌/全模/主日系/10年保【SFX規格】,851.3285714,583,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
164,振華,COMBAT FG 650W,ATX3.0(PCIe 5.0) 雙8/金牌/全模/主日系/10年保【SFX規格】,851.3285714,611.5714286,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
165,Apexgaming,GTR-750M(750W),ATX3.0(PCIe 5.0) 白色/雙8/金牌/全模/主日系/10年保【SFX規格】,851.3285714,597.2857143,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
166,振華,COMBAT SG 750W,/銅牌/鐵殼色無烤漆/台灣製造/ATX3.0/5年保,851.3285714,597.2857143,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
167,美洲獅,COUGAR GR 750W,/銅牌/全日系/DC-DC/5年保,837.0428571,583,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
168,海韻,FOCUS GX-650(650W),雙8/銅牌/全日系/DC-DC/5年保,837.0428571,597.2857143,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
169,銀欣,Triton 850Rx(850W),雙8/銅牌/全日系/DC-DC/5年保,837.0428571,568.7142857,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
170,酷碼,MWE GOLD V3 850W,雙8/銅牌/主日系/ATX3.0(PCIe 5.0)/5年保,837.0428571,568.7142857,267.8571429,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
171,保銳,CyberG II 850W,ATX3.0(PCIe 5.0) 雙8/金牌/全模/全日系/防潮塗層/10年保,822.8,554.4285714,267.8571429,0.085714286,0.085714286,0.057142857,0.142857143,0.142857143
172,Montech,創世紀 CENTURY 650W,ATX3.0(PCIe 5.0) 雙8/金牌/全模/全日系/防潮塗層/10年保,822.7571429,583,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
173,曜越,Toughpower GF A3 650W,雙8/白金/全模/主日系/ATX3.0/雙PCIe5.1/防潮塗層/10年,822.7571429,583,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
174,九州風神,PN750D(750W),雙8/白金/全模/主日系/ATX3.0/雙PCIe5.1/防潮塗層/10年,822.7571429,568.7142857,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
175,保銳,Revolution III 650W,ATX3.0(PCIe 5.0) 雙8/白金/全模/全日系/短機身/10年,808.5142857,568.7142857,239.2857143,0.085714286,0.085714286,0.057142857,0.142857143,0.142857143
176,Montech,GAMMA II 750W,ATX3.0(PCIe 5.0) 雙8/白金/全模/全日系/短機身/10年,808.4714286,554.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
177,全漢,VITA GD 750W(,ATX3.0(PCIe 5.0) 白色/雙8/白金/全日系/短機身/10年,808.4714286,554.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
178,XPG,KYBER 750W,雙8/鈦金/全模/ATX3.0(PCIe 5.0)/主日系/防潮塗層/10年,808.4714286,554.4285714,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
179,Antec,NE650GM(650W),雙8/白金/水冷電源/5年保/Aura Sync【客訂,808.4714286,568.7142857,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
180,微星,MAG A650GL 650W,(MIT) 雙8/金牌/直出線/ATX3.1/主日系/5年保,808.4714286,568.7142857,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
181,九州風神,PN650M(650W),(MIT) 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/主日系/5年保,808.4714286,568.7142857,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
182,技嘉,GP-P650G(650W),(MIT) 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/主日系/5年保,808.4714286,568.7142857,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
183,振華,COMBAT SG 650W,(MIT) 雙8/金牌/全模/ATX3.1/主日系/10年保,794.1857143,554.4285714,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
184,海韻,FOCUS GX-550(550W),(MIT) 白色版 雙8/金牌/全模/ATX3.1/主日系/10年保,794.1857143,568.7142857,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
185,銀欣,Triton 750Rx(750W),(MIT) 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/10年保,794.1857143,540.1428571,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
186,酷碼,MWE GOLD V3 750W,(MIT) 白色版 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/10年保,794.1857143,540.1428571,253.5714286,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
187,微星,MAG A750BN PCIE5 750W,(MIT) 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/10年保,794.1428571,540.1428571,253.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
188,Antec,CSK750DC(750W),白色版 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/10年保,779.9571429,525.8571429,253.5714286,0.042857143,0.085714286,0.114285714,0.142857143,0.142857143
189,Apexgaming(首利),STR650MW(650W),(MIT) 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/10年保,779.9,540.1428571,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
190,全漢,HEXA 85+ PRO GEN5 750W,(MIT) 白色版 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/10年保,779.8571429,525.8571429,253.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
191,保銳,CyberG II 750W,(MIT) 雙8/鈦金/全模/ATX3.1(雙PCIe 5.1)/主日系/防潮塗層/10年保,765.6571429,511.5714286,253.5714286,0.085714286,0.085714286,0.057142857,0.142857143,0.142857143
192,Montech,GAMMA II 650W,(MIT) 雙8/鈦金/全模/ATX3.1(雙PCIe 5.1)/主日系/防潮塗層/10年保,765.6142857,525.8571429,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
193,九州風神,PN650D(650W),雙8/白金/ATX3.1(4組PCIe 5.1)/3年保(限220V T型插座)【無快換】,765.6142857,525.8571429,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
194,銀欣,ATTIS 750R(750W),/銅牌/主日系/5年保/DC-DC,765.5714286,511.5714286,253.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
195,XPG,CORE PYLON 750W,雙8/銅牌/主日系/5年保/DC-DC,765.5714286,511.5714286,253.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
196,台達,650W,雙8/銅牌/主日系/5年保/DC-DC,765.5714286,525.8571429,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
197,銀欣,Triton 650Rx(650W),雙8/金牌/直出線/ATX3.0(PCIe 5.0)/5年保,751.3285714,511.5714286,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
198,Apexgaming(首利),AJ-650M(650W),雙8/金牌/直出線/ATX3.0(PCIe 5.0)/5年保,751.3285714,511.5714286,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
199,Montech,創世紀 CENTURY 550W,雙8/金牌/全模/ATX3.1(PCIe 5.1)/7年保 原價$3190,751.3285714,525.8571429,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
200,振華,COMBAT SG 550W,雙8/金牌/全模/ATX3.1(PCIe 5.1)/7年保 原價$3490,751.3285714,525.8571429,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
201,微星,MAG A650BNL WHITE 650W(,雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,751.2857143,511.5714286,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
202,全漢,CANNON PRO 2500W,雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,747.7142857,368.7142857,378.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
203,酷碼,MWE GOLD V3 650W,白色/雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,737.0428571,497.2857143,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
204,全漢,VITA GD 650W(,雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,737.0428571,497.2857143,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
205,華碩,TUF GAMING 650W,雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,737,497.2857143,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
206,華碩,PRIME 650W,雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保,737,497.2857143,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
207,銀欣,ATTIS 650R(650W),雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保,737,497.2857143,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
208,Antec,CSK750H(750W),雙8/鈦金/全模組/ATX3.0(雙PCIe 5.0)/全日系/12年,737,483,253.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
209,微星,MAG A650BN 650W,銅牌/DC-DC/5年保,737,497.2857143,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
210,海韻,S12III-650W,HITE 650W(白) 銅牌/DC-DC/5年保,731.2857143,491.5714286,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
211,海韻,G12 GC-550(550W),雙8/銅牌/ATX3.0/5年保,722.7571429,497.2857143,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
212,Montech,GAMMA II 550W,雙8/金牌/全模組/DC-DC/7年保,722.7571429,497.2857143,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
213,BitFenix,WHISPER 550W,雙8/金牌/全模組/ATX3.0/7年保,722.7571429,497.2857143,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
214,銀欣,650W,雙8/金牌/全模組/ATX3.0/7年保,722.7142857,483,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
215,XPG,CORE PYLON 650W,HITE 850W(白) 雙8/金牌/全模組/ATX3.0/7年保,722.7142857,483,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
216,保銳,CyberG II 650W,雙8/金牌/全模組/ATX3.1/7年保,708.5285714,468.7142857,239.2857143,0.085714286,0.042857143,0.114285714,0.142857143,0.142857143
217,美洲獅,COUGAR ATLAS 750W,雙8/金牌/全模組/ATX3.1/7年保,708.4285714,454.4285714,253.5714286,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
218,華碩,TUF GAMING 550W,靜音版 雙8/金牌/全模/壓紋線/ATX3.1(PCIe 5.1)/7年,708.4285714,483,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
219,華碩,PRIME 550W,靜音版 雙8/金牌/全模/壓紋線/ATX3.1(PCIe 5.1)/7年,708.4285714,483,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
220,美洲獅,COUGAR ATLAS 650W,靜音版 雙8/金牌/全模/壓紋線/ATX3.1(PCIe 5.1)/7年,708.4285714,468.7142857,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
221,Antec,CSK650DC(650W),靜音版 雙8/金牌/全模/壓紋線/ATX3.1(PCIe 5.1)/7年,708.4285714,468.7142857,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
222,全漢,聖武士 650W,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/10年保,708.4285714,468.7142857,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
223,振華,BRONZE KING II PLUS 650W,雙8/金牌/全模組/ATX3.0/溫控風扇/全日系/10年保,708.4285714,468.7142857,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
224,保銳,Cyberbron II 700W,雙8/金牌/全模組/ATX3.1(雙PCIe 5.1)/10年保,701.2857143,454.4285714,246.4285714,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
225,海韻,S12III-550W,雙8/金牌/全模組/ATX3.1(雙PCIe 5.1)/10年保,688.4285714,463,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
226,酷碼,MWE GOLD V3 550W,雙8/白金/全模組/ATX3.0/軟體監控/全日系/10年保,679.9,454.4285714,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
227,Apexgaming(首利),A650(650W),雙8/鈦金/全模組/ATX3.1/軟體監控/全日系/10年保,679.9,440.1428571,239.2857143,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
228,XPG,CORE PYLON 550W,er GF 850W 雙8/金牌/全模組/全日系/10年保,679.8571429,454.4285714,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
229,九州風神,PK650D(650W),er GF A3 650W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/10年保,679.8571429,440.1428571,239.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
230,美洲獅,COUGAR ATLAS 550W,er GF A3 750W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/10年保,665.5714286,440.1428571,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
231,Montech,BETA 550W/,er GF A3 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/10年保,665.5714286,440.1428571,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
232,全漢,聖武士 550W,er GF3 1000W ATX3.0(PCIe 5.0) 雙8/金牌/全模組/10年保,665.5714286,440.1428571,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
233,銀欣,300W,er GF3 1200W ATX3.0(PCIe 5.0) 雙8/金牌/全模組/10年保,658.4285714,468.7142857,189.2857143,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
234,振華,BRONZE KING II 500W,er GF3 1350W ATX3.0(PCIe 5.0) 雙8/金牌/全模組/10年保,644.1428571,425.8571429,217.8571429,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
235,Apexgaming(首利),A550(550W),雙8/銅牌/DC-DC/5年,637.0428571,411.5714286,225,0.085714286,0.042857143,0.057142857,0.142857143,0.142857143
236,酷碼,MWE BRONZE V2 450W,雙8/銅牌/DC-DC/5年,637,425.8571429,210.7142857,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
237,九州風神,PK550D(550W),雙8/金牌/直出線/ATX3.1(PCIe 5.1)/10年,637,411.5714286,225,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
238,銀欣,450W,雙8/金牌/直出線/ATX3.1(PCIe 5.1)/10年,617,405.8571429,210.7142857,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
239,全漢,T450(MIT) 450W/,雙8/金牌/直出線/ATX3.1(PCIe 5.1)/10年,579.8571429,368.7142857,210.7142857,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
240,全漢,聖武士 350W/,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年,565.5714286,368.7142857,196.4285714,0.042857143,0.042857143,0.057142857,0.142857143,0.142857143
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年,,,,,,,,
,,,H(850W) 白色/雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年,,,,,,,,
,,,HISPER 550W 金牌/全模組/全日系/10年保/DC-DC,,,,,,,,
,,,HISPER 850W 雙8/金牌/全模組/全日系/10年保/DC-DC,,,,,,,,
,,,白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年保,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年保,,,,,,,,
,,,白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/10年保,,,,,,,,
,,,雙8/白金/全模/ATX3.0(PCIe 5.0)/全日系/10年【SFX】,,,,,,,,
,,,(850W) 白色 雙8/白金/全模/ATX3.0(PCIe 5.0)/10年【SFX】,,,,,,,,
,,,銀牌/直出線/DC-DC/5年保,,,,,,,,
,,,雙8/銀牌/直出線/DC-DC/5年保,,,,,,,,
,,,雙8/金牌/全模/全日系/智慧停轉/10年保,,,,,,,,
,,,(650W) 白色/雙8/金牌/全模/全日系/10年保,,,,,,,,
,,,雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年,,,,,,,,
,,,(750W) 白色/雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年,,,,,,,,
,,,雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年,,,,,,,,
,,,(850W) 白色/雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年,,,,,,,,
,,,雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年,,,,,,,,
,,,(1000W) 白色/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年,,,,,,,,
,,,雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,,,,,,,,
,,,雙8/白金/全模組/ATX3.0(雙PCIe 5.0)/全日系/10年保,,,,,,,,
,,,雙8/白金/全模組/ATX3.0(雙PCIe 5.0)/全日系/10年保,,,,,,,,
,,,雙8/銅牌/5年保,,,,,,,,
,,,雙8/銅牌/5年保,,,,,,,,
,,,雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,,,,,,,,
,,,雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,,,,,,,,
,,,雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,,,,,,,,
,,,金牌/半模/ATX3.1/主日系/FDB風扇/7年保,,,,,,,,
,,,雙8/金牌/半模/ATX3.1/主日系/FDB風扇/7年保,,,,,,,,
,,,雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/FDB風扇/7年保,,,,,,,,
,,,雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/FDB風扇/7年保,,,,,,,,
,,,黑色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,,,,,,,,
,,,白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,,,,,,,,
,,,白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,,,,,,,,
,,,白色/金牌/全模+振華 ST4 ARGB 白,,,,,,,,
,,,白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,,,,,,,,
,,,雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年保,,,,,,,,
,,,白色 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年,,,,,,,,
,,,雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/金牌/主日系/5年保,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/金牌/全模組/ATX3.0(PCIe 5.0)/主日系/10年,,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年保,,,,,,,,
,,,雙8/白金/全模組/ATX3.1(雙PCIe 5.1)/主日系/10年,,,,,,,,
,,,雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年,,,,,,,,
,,,ICE(白色) 雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年,,,,,,,,
,,,白 雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,,
,,,黑 雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,,
,,,白 雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,,
,,,黑 雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,,
,,,白 雙8/白金/全模組/USB hub/ATX3.1(PCIe 5.1)/10年(分艙機殼專用),,,,,,,,
,,,雙8/金牌/全模組/ATX3.1(PCIe 5.1)/5年保,,,,,,,,
,,,ATX3.1 黑 雙8/金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,,
,,,ATX3.1 白 雙8/金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,,
,,,ATX3.1 黑 雙8/金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,,
,,,ATX3.1 白 雙8/金牌/全模組/PCIe 5.1/全日系/10年,,,,,,,,
,,,ATX3.1 雙8/白金/數位電源/全模組/雙PCIe 5.1/全日系/10年,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
